EmployeeID,BenefitID,SatisfactionScore,Comments,neg,neu,pos,compound,Sentiment
3810,19,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
1361,20,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
447,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
1304,15,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
4659,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
566,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2232,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
3556,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
1196,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
3383,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4024,2,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3852,4,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2718,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2365,23,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4091,22,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3801,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
4226,11,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
1561,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
541,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
4754,28,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
1745,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4042,7,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1557,22,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
618,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3039,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1314,28,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2130,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3046,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
3783,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4753,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
2774,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
616,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
2500,11,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
970,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
4150,16,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3827,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4188,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
3781,27,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4531,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
540,21,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4188,12,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
558,9,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
2691,15,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
75,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2220,13,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
4400,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1413,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
3749,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
4922,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
133,6,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2183,7,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1480,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
670,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3974,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2714,10,5,Very convenient and cost-effective.,0.0,1.0,0.0,0.0,neutral
2992,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
605,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2519,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
2767,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
4934,6,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2352,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2756,20,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
4433,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
341,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2201,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
1963,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
871,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4966,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4204,17,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3063,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4071,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
493,25,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1335,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4558,11,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
867,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
3806,19,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
3876,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
837,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2324,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2082,20,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
1878,9,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
2580,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
4631,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1639,24,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
997,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
2280,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
810,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
4638,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
39,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
2490,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4288,25,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
875,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
2715,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
882,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1403,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
820,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
3676,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
4421,1,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3085,23,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
1508,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
22,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2916,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
766,14,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2712,23,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1602,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1608,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
2093,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3144,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
4804,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
2492,7,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
2362,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4785,15,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
934,27,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4236,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
2538,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
3061,16,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
2223,19,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
3218,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3042,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4783,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
763,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
146,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
4860,24,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4296,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
53,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3252,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
2859,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2156,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1357,25,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
3739,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3492,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3628,16,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2486,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
3311,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
2345,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
605,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1995,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2184,5,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
989,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
988,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
706,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4020,29,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
485,30,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
1072,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
3057,16,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3763,21,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
4132,2,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
4696,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
2500,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3731,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1913,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
704,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4260,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
1660,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
515,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2170,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2631,11,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
221,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
3818,28,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
748,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
4633,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
588,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
198,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3333,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2274,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
1251,1,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
996,15,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
1186,11,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2775,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
670,16,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
3573,3,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
3066,27,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4627,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2922,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
1542,1,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1101,20,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
42,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3668,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2706,15,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
3799,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3556,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4202,22,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
1647,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3434,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
3039,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
742,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
3908,27,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1946,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
890,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
472,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4888,22,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
825,5,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
3123,15,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
643,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
26,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
493,24,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4904,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
2658,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
619,11,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3618,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1584,30,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
485,2,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
4693,12,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1792,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
1246,22,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
3439,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
2449,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
310,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
1500,20,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
3484,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
953,5,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
2857,14,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
496,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
3556,14,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
1016,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
4898,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
4151,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3972,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4184,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2680,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
429,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
3337,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
945,27,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1983,19,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
659,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4988,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2964,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
813,1,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3491,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2642,21,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
1649,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3795,5,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
446,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2465,7,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
1370,7,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
2879,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
3518,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
3005,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
2663,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
3254,4,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4539,2,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3218,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
573,30,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
3658,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2708,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3255,29,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
2851,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
3832,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1687,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4536,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
1747,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
3769,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
3903,19,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
3815,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
1973,7,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
3770,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
3679,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
1207,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
349,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
1354,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3646,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
3835,27,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
3951,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
3863,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
80,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
4709,6,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2347,27,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1767,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2980,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
283,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2275,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
1163,5,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
2486,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4813,19,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2153,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
1470,20,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
814,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
469,7,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
3962,25,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
1439,24,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
4720,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
707,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1369,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
893,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4353,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
1724,4,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3254,16,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1102,14,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
610,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
3308,25,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1302,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
3594,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
978,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3314,12,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
1495,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3199,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2046,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1168,20,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
4523,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
4187,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4939,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
251,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
1746,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
997,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
2073,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4201,11,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
796,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
1754,3,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
3802,23,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4211,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2539,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
1540,7,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
3083,23,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2316,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
4467,21,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2216,25,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
722,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
3644,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
1265,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
297,24,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
726,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
3039,16,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2870,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
3028,11,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3258,15,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
4642,28,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4373,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
559,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4561,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4181,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3921,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
1796,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
703,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1595,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
4922,13,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
2667,18,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1914,21,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
2230,20,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
475,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3312,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
1729,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4316,30,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
3744,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
1290,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
2431,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3737,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4225,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
3031,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
792,14,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
1806,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
4616,21,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
512,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
3053,18,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4338,2,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
1840,17,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1170,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2177,5,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
4219,9,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
